throughput_mbps,packet_drop_percentage,buffer_utilization_percentage,node_temperature_celsius,timestamp,dynamic_operational_label
0.6021159145562072,0.0037777947445808,0.5460636317885773,0.4038044756336498,2026-07-14 09:00:00,0
0.5268338775163487,0.0856051476989095,0.4280414843403893,0.3832299939623502,2026-07-14 09:00:01,0
0.6200151978712745,0.2581859137508173,0.2610908279060499,0.5597494421817779,2026-07-14 09:00:02,0
0.723794274331718,0.0785634542683976,0.4537627210048995,0.4238872816902543,2026-07-14 09:00:03,0
0.5154654212493318,0.1460091110717434,0.1746737050375408,0.4588643712703812,2026-07-14 09:00:04,0
0.5154673677145606,0.1840569221030583,0.2321369453323459,0.5994961074117295,2026-07-14 09:00:05,0
0.7304552367314157,0.0220904117420364,0.6177262877818419,0.1757038100129662,2026-07-14 09:00:06,0
0.6342121160986529,0.0203350613666897,0.1952904838390958,0.692069232048663,2026-07-14 09:00:07,0
0.487566135902556,0.0805953128617823,0.3162197092730643,0.4927928698843633,2026-07-14 09:00:08,0
0.6075513305292045,0.0451851997042883,0.5993024814243183,0.4153340719154226,2026-07-14 09:00:09,0
0.4882842078197731,0.1563749788120874,0.4763950760096661,0.4668895273858235,2026-07-14 09:00:10,0
0.4880100935683994,0.1965962389961107,0.0414699013314977,0.4751547296920577,2026-07-14 09:00:11,0
0.571912936095112,0.0372180705267687,0.0988068712420939,0.2042052678834043,2026-07-14 09:00:12,0
0.3163908063794654,0.0230682823087829,0.004843131476106,0.7203276970844068,2026-07-14 09:00:13,0
0.3387227548016485,0.1294644910139261,0.4246504993390793,0.4877766692824701,2026-07-14 09:00:14,0
0.4765623570402543,0.0274215323216172,0.3011848302859419,0.5520374515599875,2026-07-14 09:00:15,0
0.4231466244443509,0.14764209381914,0.0900289778437091,0.6333956324051724,2026-07-14 09:00:16,0
0.5804829381258712,0.0470477748801136,0.6449787748693522,0.3177983008118419,2026-07-14 09:00:17,0
0.4355723812203434,0.0940113341290074,0.356424030984138,0.5569120488395343,2026-07-14 09:00:18,0
0.3757857896928213,0.0085613845117633,0.1625381274156473,0.4383477297783948,2026-07-14 09:00:19,0
0.716991263733341,0.0834695326817227,0.3368471177167886,0.6166329384499849,2026-07-14 09:00:20,0
0.5164585938661767,0.0513049183952315,0.4574616959811682,0.1408484417054758,2026-07-14 09:00:21,0
0.5512323101664115,0.0754072071116306,0.0509268103806976,0.465312087083789,2026-07-14 09:00:22,0
0.3743103913302953,0.0156927526338133,0.1846445889015601,0.3847252222612121,2026-07-14 09:00:23,0
0.4786851222505182,0.113977259952116,0.543261944005654,0.5503193821709425,2026-07-14 09:00:24,0
0.55637707953461,0.1695725066849353,0.3092642026740426,0.5563636786108939,2026-07-14 09:00:25,0
0.4067663029649397,0.0208452946565062,0.3678223337454695,0.3679583298043756,2026-07-14 09:00:26,0
0.5877684338309855,0.008578305734632,0.2911744724978918,0.3672307391442548,2026-07-14 09:00:27,0
0.4720155043405236,0.0020309293406465,0.0291378559781276,0.4634609309789339,2026-07-14 09:00:28,0
0.5086435257680433,0.0876829444998658,0.1112355690244263,0.3377192258379438,2026-07-14 09:00:29,0
0.4718888931674796,0.0797464861154633,0.2997485147828342,0.6158670945634754,2026-07-14 09:00:30,0
0.7628294331912714,0.067538454805532,0.1405008559871801,0.4220990379029534,2026-07-14 09:00:31,0
0.541626063940212,0.0225192264242972,0.033233709291867,0.0161011907246282,2026-07-14 09:00:32,0
0.4178257456133771,0.042316976521888,0.5679783227209962,0.421200765159146,2026-07-14 09:00:33,0
0.640745891861924,0.0770478082832313,0.6606493917445679,0.31501760538473,2026-07-14 09:00:34,0
0.3984849893011239,0.0586170878037178,0.533948798735637,0.2201914907678899,2026-07-14 09:00:35,0
0.5679888095701187,0.3760859125536333,0.5748070677871362,0.2832000470154536,2026-07-14 09:00:36,0
0.3108908959764264,0.0125126012926562,0.1625946130112883,0.4986686596025667,2026-07-14 09:00:37,0
0.3857586449680626,0.1014094340490937,0.6467931161730501,0.6937232006497465,2026-07-14 09:00:38,0
0.5665658289334327,0.0442180625093332,0.1322407026691628,0.5312690366706803,2026-07-14 09:00:39,0
0.6307776983424491,0.0477113276829563,0.6405964215944712,0.3841360534448657,2026-07-14 09:00:40,0
0.5635434247151944,0.1079412331954093,0.6698305794454921,0.554101542379041,2026-07-14 09:00:41,0
0.5295151967839511,0.1006542748647049,0.4790911021288112,0.4077194090880409,2026-07-14 09:00:42,0
0.5075278975395696,0.4046235131939167,0.6606165139602327,0.370042172080971,2026-07-14 09:00:43,0
0.367935054514646,0.0117208579111952,0.383293671834975,0.2964887400677871,2026-07-14 09:00:44,0
0.4578826873950836,0.0093746210843435,0.1744289975585836,0.20090525031966,2026-07-14 09:00:45,0
0.488613672381076,0.1100039353095131,0.2939907164954213,0.4187847815427807,2026-07-14 09:00:46,0
0.6685570056621686,0.0737258887453514,0.3994781986472745,0.5064509593646238,2026-07-14 09:00:47,0
0.5839651121369541,0.0273455868220686,0.0487993037889418,0.4657073420508735,2026-07-14 09:00:48,0
0.3342030327513753,0.0070535117061325,0.4188706201831999,0.4146183496329971,2026-07-14 09:00:49,0
0.5816491541620399,0.0076340915453473,0.6606394925718104,0.3298635241470364,2026-07-14 09:00:50,0
0.4975715298992796,0.1917555427841573,0.1276469608244914,0.5784734334758852,2026-07-14 09:00:51,0
0.4629714762160056,0.0181762965407316,0.5335797407524562,0.2704486817290008,2026-07-14 09:00:52,0
0.6157456427945476,0.033339604397822,0.6112669042904437,0.6053153940255172,2026-07-14 09:00:53,0
0.6654599393974784,0.0219331270310816,0.6353894471676759,0.3208292192566859,2026-07-14 09:00:54,0
0.6536373653095229,0.0374262844295254,0.6464620493030563,0.3607896669190582,2026-07-14 09:00:55,0
0.4437299767806457,0.0061314967176861,0.3508991303418126,0.246506936849137,2026-07-14 09:00:56,0
0.5065665452861162,0.0624855751923717,0.6580320840672583,0.4009503007729198,2026-07-14 09:00:57,0
0.5825003397752059,0.005965479757228,0.5098061320739831,0.6371972212973649,2026-07-14 09:00:58,0
0.658885354355986,0.1375499351069403,0.1084877386706565,0.5636562564830996,2026-07-14 09:00:59,0
0.4864161368656038,0.0227156487579716,0.3208766389115878,0.6376947081322824,2026-07-14 09:01:00,0
0.5212148400633023,0.0662884726703391,0.4835435662914575,0.564698448735621,2026-07-14 09:01:01,0
0.4120609560581083,0.1810666996477818,0.1662081202145867,0.304598653268946,2026-07-14 09:01:02,0
0.4014059159615686,0.0898335378888119,0.4311815332874516,0.4282452008230866,2026-07-14 09:01:03,0
0.6395580444985846,0.0649891138664173,0.4486894215425219,0.3563479596945909,2026-07-14 09:01:04,0
0.7040199372429436,0.0334611002140566,0.1091805725873252,0.6940326168686828,2026-07-14 09:01:05,0
0.534688867822163,0.0345634941051609,0.3802924239761355,0.2897013712275211,2026-07-14 09:01:06,0
0.6622035400075887,0.09451024768618,0.5194521740482421,0.6241403734836259,2026-07-14 09:01:07,0
