throughput_mbps,packet_drop_percentage,buffer_utilization_percentage,node_temperature_celsius,timestamp
0.6021159145562072,0.0037777947445808697,0.5460636317885773,0.40380447563364985,2026-07-14 09:00:00
0.5268338775163487,0.08560514769890955,0.4280414843403893,0.38322999396235025,2026-07-14 09:00:01
0.6200151978712745,0.2581859137508173,0.2610908279060499,0.5597494421817779,2026-07-14 09:00:02
0.723794274331718,0.07856345426839763,0.4537627210048995,0.42388728169025436,2026-07-14 09:00:03
0.5154654212493318,0.14600911107174344,0.17467370503754082,0.45886437127038127,2026-07-14 09:00:04
0.5154673677145606,0.18405692210305832,0.2321369453323459,0.5994961074117295,2026-07-14 09:00:05
0.7304552367314157,0.022090411742036447,0.6177262877818419,0.1757038100129662,2026-07-14 09:00:06
0.6342121160986529,0.020335061366689763,0.19529048383909586,0.692069232048663,2026-07-14 09:00:07
0.48756613590255604,0.08059531286178234,0.31621970927306436,0.4927928698843633,2026-07-14 09:00:08
0.6075513305292045,0.04518519970428835,0.5993024814243183,0.4153340719154226,2026-07-14 09:00:09
0.4882842078197731,0.1563749788120874,0.4763950760096661,0.46688952738582357,2026-07-14 09:00:10
0.4880100935683994,0.19659623899611076,0.041469901331497735,0.47515472969205774,2026-07-14 09:00:11
0.571912936095112,0.037218070526768794,0.09880687124209396,0.20420526788340432,2026-07-14 09:00:12
0.3163908063794654,0.023068282308782936,0.004843131476106058,0.7203276970844068,2026-07-14 09:00:13
0.3387227548016485,0.1294644910139261,0.42465049933907933,0.4877766692824701,2026-07-14 09:00:14
0.4765623570402543,0.027421532321617245,0.30118483028594195,0.5520374515599875,2026-07-14 09:00:15
0.4231466244443509,0.14764209381914,0.09002897784370915,0.6333956324051724,2026-07-14 09:00:16
0.5804829381258712,0.047047774880113614,0.6449787748693522,0.3177983008118419,2026-07-14 09:00:17
0.4355723812203434,0.09401133412900749,0.35642403098413805,0.5569120488395343,2026-07-14 09:00:18
0.37578578969282134,0.008561384511763376,0.16253812741564738,0.43834772977839487,2026-07-14 09:00:19
0.716991263733341,0.08346953268172273,0.3368471177167886,0.6166329384499849,2026-07-14 09:00:20
0.5164585938661767,0.05130491839523157,0.4574616959811682,0.14084844170547584,2026-07-14 09:00:21
0.5512323101664115,0.07540720711163065,0.050926810380697615,0.465312087083789,2026-07-14 09:00:22
0.3743103913302953,0.015692752633813385,0.18464458890156016,0.3847252222612121,2026-07-14 09:00:23
0.4786851222505182,0.11397725995211608,0.543261944005654,0.5503193821709425,2026-07-14 09:00:24
0.55637707953461,0.1695725066849353,0.3092642026740426,0.5563636786108939,2026-07-14 09:00:25
0.4067663029649397,0.020845294656506242,0.3678223337454695,0.3679583298043756,2026-07-14 09:00:26
0.5877684338309855,0.008578305734632091,0.2911744724978918,0.36723073914425486,2026-07-14 09:00:27
0.47201550434052364,0.0020309293406465248,0.029137855978127694,0.4634609309789339,2026-07-14 09:00:28
0.5086435257680433,0.08768294449986586,0.11123556902442634,0.3377192258379438,2026-07-14 09:00:29
0.4718888931674796,0.07974648611546335,0.29974851478283426,0.6158670945634754,2026-07-14 09:00:30
0.7628294331912714,0.06753845480553201,0.14050085598718015,0.42209903790295344,2026-07-14 09:00:31
0.541626063940212,0.022519226424297215,0.033233709291867086,0.016101190724628234,2026-07-14 09:00:32
0.4178257456133771,0.042316976521888004,0.5679783227209962,0.42120076515914606,2026-07-14 09:00:33
0.640745891861924,0.0770478082832313,0.6606493917445679,0.31501760538473,2026-07-14 09:00:34
0.3984849893011239,0.05861708780371789,0.533948798735637,0.2201914907678899,2026-07-14 09:00:35
0.5679888095701187,0.37608591255363333,0.5748070677871362,0.28320004701545365,2026-07-14 09:00:36
0.31089089597642644,0.012512601292656224,0.16259461301128836,0.4986686596025667,2026-07-14 09:00:37
0.3857586449680626,0.10140943404909371,0.6467931161730501,0.6937232006497465,2026-07-14 09:00:38
0.5665658289334327,0.04421806250933321,0.13224070266916282,0.5312690366706803,2026-07-14 09:00:39
0.6307776983424491,0.04771132768295631,0.6405964215944712,0.3841360534448657,2026-07-14 09:00:40
0.5635434247151944,0.1079412331954093,0.6698305794454921,0.554101542379041,2026-07-14 09:00:41
0.5295151967839511,0.10065427486470496,0.4790911021288112,0.40771940908804094,2026-07-14 09:00:42
0.5075278975395696,0.40462351319391676,0.6606165139602327,0.370042172080971,2026-07-14 09:00:43
0.367935054514646,0.01172085791119521,0.38329367183497504,0.29648874006778714,2026-07-14 09:00:44
0.45788268739508364,0.00937462108434356,0.1744289975585836,0.20090525031966,2026-07-14 09:00:45
0.488613672381076,0.11000393530951319,0.29399071649542136,0.41878478154278076,2026-07-14 09:00:46
0.6685570056621686,0.07372588874535142,0.3994781986472745,0.5064509593646238,2026-07-14 09:00:47
0.5839651121369541,0.027345586822068616,0.0487993037889418,0.4657073420508735,2026-07-14 09:00:48
0.33420303275137536,0.007053511706132525,0.4188706201831999,0.41461834963299715,2026-07-14 09:00:49
0.5816491541620399,0.007634091545347304,0.6606394925718104,0.32986352414703646,2026-07-14 09:00:50
0.49757152989927966,0.19175554278415735,0.12764696082449145,0.5784734334758852,2026-07-14 09:00:51
0.46297147621600565,0.018176296540731624,0.5335797407524562,0.27044868172900083,2026-07-14 09:00:52
0.6157456427945476,0.03333960439782208,0.6112669042904437,0.6053153940255172,2026-07-14 09:00:53
0.6654599393974784,0.021933127031081606,0.6353894471676759,0.32082921925668595,2026-07-14 09:00:54
0.6536373653095229,0.037426284429525496,0.6464620493030563,0.3607896669190582,2026-07-14 09:00:55
0.4437299767806457,0.006131496717686197,0.3508991303418126,0.24650693684913705,2026-07-14 09:00:56
0.5065665452861162,0.062485575192371724,0.6580320840672583,0.4009503007729198,2026-07-14 09:00:57
0.5825003397752059,0.005965479757228062,0.5098061320739831,0.6371972212973649,2026-07-14 09:00:58
0.658885354355986,0.1375499351069403,0.10848773867065657,0.5636562564830996,2026-07-14 09:00:59
0.4864161368656038,0.022715648757971635,0.32087663891158785,0.6376947081322824,2026-07-14 09:01:00
0.5212148400633023,0.06628847267033912,0.4835435662914575,0.564698448735621,2026-07-14 09:01:01
0.41206095605810833,0.18106669964778185,0.16620812021458675,0.304598653268946,2026-07-14 09:01:02
0.40140591596156866,0.08983353788881197,0.4311815332874516,0.4282452008230866,2026-07-14 09:01:03
0.6395580444985846,0.06498911386641734,0.44868942154252195,0.3563479596945909,2026-07-14 09:01:04
0.7040199372429436,0.033461100214056634,0.1091805725873252,0.6940326168686828,2026-07-14 09:01:05
0.534688867822163,0.03456349410516095,0.38029242397613555,0.28970137122752115,2026-07-14 09:01:06
0.6622035400075887,0.09451024768618002,0.5194521740482421,0.6241403734836259,2026-07-14 09:01:07
0.5861012662391651,0.43878372589663844,0.33569639621608244,0.6240213762083435,2026-07-14 09:01:08
0.4667418999572073,0.09255721078119036,0.0077143830685290765,0.7738705993401687,2026-07-14 09:01:09
0.5860727624804353,0.06965239967446925,0.005649541842394745,0.41562308668463643,2026-07-14 09:01:10
0.7255734460421709,0.11198150403093293,0.24011234992947872,0.5951236560893371,2026-07-14 09:01:11
0.538978795171424,0.053423703498828926,0.6235935535769157,0.8461872685995013,2026-07-14 09:01:12
0.7287279402972568,0.005284170399910888,0.15363335051325677,0.3823541340408241,2026-07-14 09:01:13
0.2326334546696459,0.07052826173875797,0.42696951767865693,0.23558739494969427,2026-07-14 09:01:14
0.6406697290219837,0.2698828221194284,0.1491859130926082,0.18039863375700782,2026-07-14 09:01:15
0.5535464356286016,0.016444006748777152,0.2162885829804721,0.5951860279361036,2026-07-14 09:01:16
0.5077764368879368,0.0999820313618047,0.570937769370309,0.17989626419260651,2026-07-14 09:01:17
0.5541052853979086,0.019139547401598043,0.49063845332714057,0.4216011992783937,2026-07-14 09:01:18
0.30758325965805927,0.06551536056217522,0.06383611818165454,0.5511273262342176,2026-07-14 09:01:19
0.5171823233346703,0.00866917020942217,0.2884026308791327,0.5107899833286873,2026-07-14 09:01:20
0.5855649727722076,0.05108767810896435,0.019213230418563168,0.5492286149219234,2026-07-14 09:01:21
0.7184430441863151,0.12047747425654953,0.32356497381328664,0.516727585308379,2026-07-14 09:01:22
0.4817809795191914,0.03644910332087349,0.4458822168020303,0.685760122371315,2026-07-14 09:01:23
0.4473725559784383,0.09333649401214138,0.07940226039120708,0.3288123949233204,2026-07-14 09:01:24
0.48373875528371246,0.13547703085947418,0.19419928232100436,0.3728586821391642,2026-07-14 09:01:25
0.6517548946796868,0.22365380184693562,0.2676067197787785,0.3575541691300681,2026-07-14 09:01:26
0.5822024828993811,0.022819328980856826,0.6191042520842949,0.6139806121144717,2026-07-14 09:01:27
0.4804187450877655,0.04350401402932592,0.6687766289936755,0.6252123929172737,2026-07-14 09:01:28
0.6040784451547985,0.014106910091538905,0.029819268818289932,0.5533530091095913,2026-07-14 09:01:29
0.5547356335383371,0.4175383467191076,0.5122975105096127,0.6705023496002509,2026-07-14 09:01:30
0.6580672851209008,0.22344671157839635,0.250013086225011,0.292700667808683,2026-07-14 09:01:31
0.45999197367598665,0.06627830491311451,0.26398293517409976,0.7478902399211371,2026-07-14 09:01:32
0.5043791697687732,0.15754088908142877,0.5077543711900131,0.7248552347474306,2026-07-14 09:01:33
0.4967385535887491,0.06282321023952611,0.6183600203227058,0.5988511975365611,2026-07-14 09:01:34
0.3697142656075198,0.0834074447226513,0.6402587217112131,0.7662200803077672,2026-07-14 09:01:35
0.578333823211976,0.00795836296244153,0.38840267389998834,0.21613637860688018,2026-07-14 09:01:36
0.5741765719239292,0.12016540195163121,0.2401742115521981,0.3972633703389796,2026-07-14 09:01:37
0.543832516766741,0.011654196433005252,0.530179920384783,0.36353043312192224,2026-07-14 09:01:38
0.5154139955124789,0.14932059096957284,0.16867480602524892,0.5965886323479443,2026-07-14 09:01:39
0.375422166216784,0.642313500916467,0.7164917443840132,0.31316231368907,2026-07-14 09:01:40
0.49335523208045384,0.6175683200597132,0.5780367697362914,0.6023504957794765,2026-07-14 09:01:41
0.5025945846965256,0.5153954577487584,0.7788531056016003,0.700425673350991,2026-07-14 09:01:42
0.4481095546256093,0.5430852663192547,0.4984119553233399,0.59238489240207,2026-07-14 09:01:43
0.5241044956512385,0.538318330815079,0.46552838010021386,0.5265602310925916,2026-07-14 09:01:44
0.5911299013291964,0.5503718776662923,0.9551144784255816,0.32312394143951195,2026-07-14 09:01:45
0.7668494782303633,0.5200820851495166,0.40503184353063,0.345684903215552,2026-07-14 09:01:46
0.5639239416891992,0.7482290838398815,0.6773353471015197,0.6810811600798088,2026-07-14 09:01:47
0.5737610387449092,0.5811496971320347,0.4852425280727582,0.6058467067768425,2026-07-14 09:01:48
0.5344000839320774,0.5433793119799205,0.36266996015503367,0.4749229366878267,2026-07-14 09:01:49
0.3157398056211308,0.5554353506738358,0.36070854309290157,0.41430756684821457,2026-07-14 09:01:50
0.5400828305052391,0.5628594147821752,0.4544981157522146,0.15707368633259278,2026-07-14 09:01:51
0.5503670715000696,0.5906081673463532,0.9204368350048517,0.3098488295640336,2026-07-14 09:01:52
0.8352643461445849,0.5741500770237896,0.5267637198998406,0.7869569023492109,2026-07-14 09:01:53
0.5204202629963729,0.7272438877566433,0.9768231262466907,0.27631621663564854,2026-07-14 09:01:54
0.5789772474508778,0.5709129418751395,0.7283150868560989,0.511478588918949,2026-07-14 09:01:55
0.5391109011823368,0.9261815562616879,0.6306142287887145,0.6423376671060255,2026-07-14 09:01:56
0.40466966145084005,0.6750364911518822,0.7272819018800749,0.2804010070778449,2026-07-14 09:01:57
0.6787175312988252,0.5322154527781755,0.6845718659142778,0.5107155820351061,2026-07-14 09:01:58
0.6323742595857941,0.7400199203357846,0.847674581895987,0.6312144082449733,2026-07-14 09:01:59
0.6370097647740403,0.5228132244710898,0.5267753907914529,0.483164994806784,2026-07-14 09:02:00
0.43541074113902567,0.6574543158317747,0.5743121697788252,0.9400565701757557,2026-07-14 09:02:01
0.7095393390215431,0.5531501637242885,0.938846655620138,0.21422043275934355,2026-07-14 09:02:02
0.3770250379173495,0.6918437085727572,0.9741262903025152,0.650542244039277,2026-07-14 09:02:03
0.6128031184489752,0.6851722709332255,0.9378117075945245,0.4535202655737849,2026-07-14 09:02:04
0.8029232135304004,0.6522277942360414,0.619048309207088,0.6046582288481104,2026-07-14 09:02:05
0.42578985995457747,0.6455069133877278,0.8622205840149582,0.5517662864288613,2026-07-14 09:02:06
0.4760869140544558,0.5432754719034368,0.6573770703174433,0.36387395542784784,2026-07-14 09:02:07
0.5550407810446282,0.5194552200332837,0.6716635864479971,0.5178005066617652,2026-07-14 09:02:08
0.483534999548617,0.556288910917658,0.4743460051699558,0.1839355964958158,2026-07-14 09:02:09
0.3593820798821737,0.5285225814836485,0.7347212168667387,0.5776737357022288,2026-07-14 09:02:10
0.5513549908681671,0.613617758736439,0.4618516319843185,0.5288651543800724,2026-07-14 09:02:11
0.4172812323453925,0.5485192090165284,0.559835940174844,0.583339105130491,2026-07-14 09:02:12
0.5993746398737766,0.8293064902256692,0.9125267735300991,0.6504446226007179,2026-07-14 09:02:13
0.4342207965093839,0.5997074384936789,0.4759601353839085,0.5399776846517144,2026-07-14 09:02:14
0.7269840348844125,0.6598402297194652,0.38438415838719797,0.5048568931356936,2026-07-14 09:02:15
0.45036500711080385,0.5243888951584951,0.3829351048243638,0.34021075920140387,2026-07-14 09:02:16
0.5050431716130042,0.6813493946464968,0.9703047207744282,0.3672232360992984,2026-07-14 09:02:17
0.6396755827123192,0.7308847423493057,0.6779838627844073,0.6710208419554635,2026-07-14 09:02:18
0.3972969550003414,0.5692487400108351,0.6122864925718217,0.7109523336109591,2026-07-14 09:02:19
0.5701935620578679,0.5918264026429607,0.8827791172056629,0.4430720862531321,2026-07-14 09:02:20
0.69819904238078,0.6358224237618143,0.8995876757948573,0.48852492084548516,2026-07-14 09:02:21
0.35264561422236973,0.5286584407602591,0.5602579398604308,0.33644383021838076,2026-07-14 09:02:22
0.5651161704961933,0.5718691682011603,0.803773506399903,0.6687846574779419,2026-07-14 09:02:23
0.5740375648025322,0.555673756318194,0.8559932184689186,0.5876196731805567,2026-07-14 09:02:24
0.6359179514366088,0.5257629455646878,0.777518797452855,0.7917240850119565,2026-07-14 09:02:25
0.3965753617416033,0.5513647465671186,0.43857935984269797,0.3406499497506146,2026-07-14 09:02:26
0.38667503460211344,0.5182792389733863,0.9265766397739852,0.420691089523316,2026-07-14 09:02:27
0.6051068365279532,0.514483674224545,0.6996615383844871,0.5181923859949671,2026-07-14 09:02:28
0.5784363046488716,0.5246492801932504,0.5267594633402872,0.5845916588255053,2026-07-14 09:02:29
0.5729243079667803,0.7939913736047198,0.6229427789290214,0.4466625173877512,2026-07-14 09:02:30
0.5843006229491321,0.5803360320129909,0.3617544040723009,0.3415077680774048,2026-07-14 09:02:31
0.4626036225097506,0.8004991982610963,0.42259216576518394,0.6221741759853487,2026-07-14 09:02:32
0.5707619029330422,0.5606180263783174,0.8522362810573495,0.5965336049399648,2026-07-14 09:02:33
0.5779724804380865,0.544156337881156,0.3364482938383116,0.33457849059889133,2026-07-14 09:02:34
0.4585339038973728,0.5724851148854879,0.6171064174524339,0.698011018707827,2026-07-14 09:02:35
0.7644295362420245,0.5616797842687322,0.6884876294458161,0.6683754032003559,2026-07-14 09:02:36
0.5994031520190186,0.5217854313515697,0.3732510163759194,0.5026502816037506,2026-07-14 09:02:37
0.40198722289696326,0.599672783070699,0.9920629295178975,0.49389951554617406,2026-07-14 09:02:38
0.6210662265539656,0.533031339917201,0.48879496742179,0.5698042922342217,2026-07-14 09:02:39
0.42766956265917744,0.5947679619561189,0.5413978004235067,0.34330884229525793,2026-07-14 09:02:40
0.6365417740215871,0.6019308049528469,0.5412251777876971,0.48596981446999665,2026-07-14 09:02:41
0.6805875252063593,0.5263300065230231,0.4916863003798237,0.13682392886689332,2026-07-14 09:02:42
0.4459274812320861,0.517656400036952,0.33743345917539247,0.621381966573542,2026-07-14 09:02:43
